ds,yhat,yhat_lower,yhat_upper
2025-03-07 02:30:00,-21.645832736852036,-23.49515482181347,-19.803693893812206
2025-03-07 03:00:00,-22.203901235060712,-24.163711006409876,-20.341834937243046
2025-03-07 03:30:00,-20.68429423420223,-22.588247242568812,-18.913181445840138
2025-03-07 04:00:00,-17.39727327356077,-19.260863047381815,-15.501361384792471
2025-03-07 04:30:00,-12.861502976624536,-14.922073574974087,-10.917775299038794
2025-03-07 05:00:00,-7.695947439682465,-9.83434605626784,-5.883655059501845
2025-03-07 05:30:00,-2.5052874884889498,-4.473137648786957,-0.582901028003153
2025-03-07 06:00:00,2.216920469246458,0.23106809077898238,4.13480210858611
2025-03-07 06:30:00,6.149337276330178,4.121532492656836,8.0683933042365
2025-03-07 07:00:00,9.16011465110872,7.073170552359615,11.096768794043816
2025-03-07 07:30:00,11.283252743350621,9.380809489153641,13.231573558915771
2025-03-07 08:00:00,12.666157494100906,10.726551974892965,14.463284553740879
2025-03-07 08:30:00,13.505776837437239,11.509896202690092,15.328647383841165
2025-03-07 09:00:00,13.990973979617205,12.003563879615584,15.781509797651342
2025-03-07 09:30:00,14.264430716547675,12.361920978712886,16.069751374558866
2025-03-07 10:00:00,14.409923856012004,12.60557793739227,16.318411355434257
2025-03-07 10:30:00,14.462587590043327,12.398185616163866,16.325312411803207
2025-03-07 11:00:00,14.433150541122481,12.552199324509786,16.384483328013474
2025-03-07 11:30:00,14.33392213968115,12.428002803749148,16.23626361900565
2025-03-07 12:00:00,14.195235585278109,12.322424222803102,16.09827275904233
2025-03-07 12:30:00,14.065627674588997,12.117453535330315,16.076978415087897
2025-03-07 13:00:00,13.995677719300975,12.037888532298515,15.895955294626836
2025-03-07 13:30:00,14.011978226836346,12.126272762085367,15.87533668247104
2025-03-07 14:00:00,14.092058760635968,12.072815421620973,16.010627455206528
2025-03-07 14:30:00,14.151792327565342,12.25526208030079,16.008271915313607
2025-03-07 15:00:00,14.053541146169561,12.204064366854864,16.095097382844095
2025-03-07 15:30:00,13.636919386316888,11.712160235219397,15.642547822437828
2025-03-07 16:00:00,12.76641721660937,10.702505856792714,14.726832182962164
2025-03-07 16:30:00,11.3835555165109,9.457539567620747,13.198223367035764
2025-03-07 17:00:00,9.547833414661635,7.624103205376486,11.523928768329437
2025-03-07 17:30:00,7.451777572468568,5.55985198487599,9.312694484037031
